PhotoName,Inclination,Temperature,size,PA
20240104142823_37fd3cd6b5534ee480abbb8064c9049f.png,-75.2,2692,64.0,118.0902666627361
20240104142825_49b6fb8e987a4d299079ce10a4b93c19.png,-75.1,2692,68.0,88.54426318254845
20240104142826_05908da4f2e64a5b8f255323aa638316.png,-75.0,2692,67.0,322.5917004848173
20240104142828_cfea579327be42289e2de71ccc0491b3.png,-74.9,2692,67.0,118.38529973877127
20240104142830_770de2778d684e24bc42362ee40c4ad4.png,-74.8,2692,65.0,74.96291154587722
20240104142831_a09ffc601603438683b0ac2d4f451e10.png,-74.7,2692,69.0,184.6704212353945
20240104142833_00665018ac004e20945f53cac915b7db.png,-74.6,2692,65.0,40.30787241619096
20240104142835_ec8f8f0020b74b529e2c2f8b0cf5e5a2.png,-74.5,2692,70.0,188.0528851130849
20240104142836_da978e256a1d4ab0ac19ed3a66a34c4d.png,-74.4,2692,72.0,219.8668762711364
20240104142838_07e2baec21ef4cb8aaecd8cc877f3aa9.png,-74.3,2692,69.0,200.1805487783782
20240104142840_b0f2f0203d784cba9dd91bd395102ede.png,-74.2,2692,69.0,321.697120572186
20240104142841_9764d04e1dde487181c7edb3232d8013.png,-74.1,2692,74.0,202.31246026777595
20240104142843_4ac5f0015bae47b4a59d7b7e692c720c.png,-74.0,2692,72.0,249.28902688309833
20240104142844_88a32162ab744825b1ec4301953a5571.png,-73.9,2692,73.0,321.22803888446214
20240104142846_fdcd08be648e4866a11fefddaf8e0a05.png,-73.8,2692,69.0,115.68510234873497
20240104142848_4b8f7a6ea5984f58b0493fa2e597d54c.png,-73.7,2692,69.0,173.15812697534582
20240104142849_140299eaf4d54f969310451df44a0b30.png,-73.6,2692,72.0,176.6485261232832
20240104142851_d9545d1dbdf343cfab1e268dac1c3cb0.png,-73.5,2692,64.0,203.12929199315118
20240104142852_0c072c44a3ad45dbad296db5d0b14933.png,-73.4,2692,68.0,105.31945368480005
20240104142854_1d7eb3b64af34983aa38b6424f0cf83d.png,-73.3,2692,66.0,308.72256950223925
20240104142856_e452f8b730fb48a18f7911ca88b0ccb8.png,-73.2,2692,66.0,310.2272502915649
20240104142857_a957c11f806e4b3890a38aba4e34b73a.png,-73.1,2692,70.0,184.26058025852777
20240104142859_1513228b54c3434b8714ad37edd040c9.png,-73.0,2692,64.0,12.057394524098601
20240104142901_01b4f0f39b1244679920fc2f066c2001.png,-72.9,2692,69.0,180.45780922262034
20240104142903_129009821c82469790b4f586e08231b1.png,-72.8,2692,68.0,229.86348550583477
20240104142904_312b507b697640bdb7ecad4ac0676e11.png,-72.7,2692,73.0,208.92657519259956
20240104142906_24a15c5e742f453297537a0260031013.png,-72.6,2692,68.0,54.262955804198754
20240104142908_0fddd574e6ad438eaeca86beb24f4f90.png,-72.5,2692,67.0,218.42867321363306
20240104142909_3ec5300f6d214780a8f6e610488ac85d.png,-72.4,2692,73.0,64.50186437534268
20240104142911_4970c18297f3439ea9a13ce3125984c2.png,-72.3,2692,67.0,235.4088841753622
20240104142913_a742ed5138ce4a55b414574809c55b59.png,-72.2,2692,72.0,255.0216075169795
20240104142914_8b609f1c942340da8c41ea954598a0ea.png,-72.1,2692,68.0,257.47569484999855
20240104142916_cdd6a0ed10df471ab996139e61e1f94f.png,-72.0,2692,65.0,335.40310154136665
20240104142918_a8a30825ccbd40f387163936da5ef2d4.png,-71.9,2692,71.0,313.16533103863526
20240104142920_564b8e1af1784289a6514213875981c6.png,-71.8,2692,72.0,279.43843085530756
20240104142921_e80a8a8c072248fc98d83264e75bf7a1.png,-71.7,2692,69.0,56.6428316476384
20240104142923_60a47dd7895d4acb8c8b23e3e3af472d.png,-71.6,2692,73.0,319.5769906305889
20240104142925_b6362a6ff8d849b3be33dc784dbeeb17.png,-71.5,2692,71.0,303.5408669210494
20240104142926_b9a2a3c55f514aba92e464333ec335d6.png,-71.4,2692,65.0,309.0383048961748
20240104142928_e0093452e64b4d11ae4d4c2c8910910d.png,-71.3,2692,67.0,55.725735092626685
20240104142930_89905e2baaf4462a9895226b233cc17f.png,-71.2,2692,70.0,75.5025992286455
20240104142932_07fef02d31064ab08d4626c8b3c3e608.png,-71.1,2692,71.0,349.1856481681766
20240104142934_9011607986a54fedade848ba12ed249c.png,-71.0,2692,70.0,354.93596067279003
20240104142935_06277bdb1bb94fa08a1596df592150c1.png,-70.9,2692,64.0,345.63185489888747
20240104142937_84e00e5cf3c34bf0ac47f654e3bed5fe.png,-70.8,2692,72.0,154.9139295653896
20240104142938_8adba78b23c34ca48304c93aec625a02.png,-70.7,2692,67.0,188.6286410757628
20240104142940_0e725dcf5f2e46ecb245e5b937529992.png,-70.6,2692,71.0,236.93955667079797
20240104142942_734152939e7a427482291a8f23d213b8.png,-70.5,2692,73.0,84.21627164269282
20240104142943_a2c9aff67eac4e87b7287e3b63b545b0.png,-70.4,2692,74.0,19.38076788754853
20240104142945_9f04a8183c3844b99bbb759831104649.png,-70.3,2692,71.0,72.65095424784319
20240104142946_60c15b576c62416bb495f93fa9641325.png,-70.2,2692,68.0,24.833377724197895
20240104142948_766eb4cef2c24689928e74713ec156d6.png,-70.1,2692,69.0,317.87545990598625
20240104142950_a309c3dbabea44589bdce3c699f9106b.png,-70.0,2692,67.0,287.6983968528795
20240104142951_b67f0de2ce1b4945a39bc2dfdf0235c3.png,-69.9,2692,64.0,52.18672455912877
20240104142953_b82a502109734dabb3d2af33d9cb939e.png,-69.8,2692,68.0,101.26879769372863
20240104142955_da563fdaa0a4487fb33976bbb5308268.png,-69.7,2692,68.0,283.8760731839744
20240104142957_a3a0c4e47d1a485eac8a2e2a3dd57499.png,-69.6,2692,72.0,241.57022242697224
20240104142959_e19b707f93b54c7597d68ac96c59f266.png,-69.5,2692,70.0,159.67960079685128
20240104143000_913141cb419d455384815cade640e1ab.png,-69.4,2692,72.0,351.34740961413854
20240104143002_c9b46f3b962a4ff780f3972d20578271.png,-69.3,2692,64.0,5.445888748683627
20240104143004_e00d0145f7cd4d32ace03e1bd517f70b.png,-69.2,2692,72.0,252.42552546918262
20240104143006_076fa08c6c6f407c9359f7d09e48cfef.png,-69.1,2692,67.0,171.19567085585945
20240104143008_db8dac7ffcaf456aa92e64e5543d23af.png,-69.0,2692,71.0,206.35464224256125
20240104143009_7c088b6ed50b4681989578f050cf50ec.png,-68.9,2692,70.0,188.76579550458013
20240104143011_dba99ef5a9dd4d52a39d5c09622d35ac.png,-68.8,2692,68.0,325.5840306662846
20240104143013_630ce19b741e42cb8a5bca49b7224aaa.png,-68.7,2692,68.0,59.95492965241829
20240104143014_c264ea7e1a0b46a5a86758b93a7d35fe.png,-68.6,2692,73.0,333.92481525216937
20240104143016_880b981975af4d6281b63377275eec7b.png,-68.5,2692,71.0,58.977691692897636
20240104143017_a3981940a962443b94f2515b1b44d1da.png,-68.4,2692,69.0,336.06427618768265
20240104143019_96957152b3b94e318517591ce3b6961d.png,-68.3,2692,71.0,111.88568772623545
20240104143020_d7788279894c4e9687d030ed3bf16c8b.png,-68.2,2692,71.0,13.75163832924246
20240104143022_562c3b748aef41ccaa11b3b11536ea95.png,-68.1,2692,66.0,6.16200915652422
20240104143024_5c817034169d456eab491dfa705a7f91.png,-68.0,2692,64.0,99.55347490240587
20240104143025_449059c610174b23908086827197b9cd.png,-67.9,2692,70.0,204.54353972056182
20240104143027_5cca69eeb27246f2a8af6f13807c16ce.png,-67.8,2692,69.0,283.5834913567357
20240104143028_819f3a64ece54d168d47395c3508d8c3.png,-67.7,2692,71.0,276.47250247396306
20240104143030_12805924b1cb40f89ac55099b569d3f8.png,-67.6,2692,66.0,28.68438644537205
20240104143032_31e15cbfe6e64cc2a98164f37b384e6a.png,-67.5,2692,71.0,261.2096696644442
20240104143033_4077bab833e2497a92e4da7d104dc0f7.png,-67.4,2692,74.0,341.8705109488423
20240104143035_6f72ce05472349fea946191af397267a.png,-67.3,2692,67.0,10.319520488441762
20240104143037_3a5ac81b7ec54fd197a9144d5b882af5.png,-67.2,2692,72.0,297.56528362790107
20240104143038_cd6b0f144ceb469f887da20f5426fbdb.png,-67.1,2692,74.0,116.41785112689705
20240104143040_242374118f8e4365b77a55babc960993.png,-67.0,2692,65.0,23.942907149659764
20240104143041_f1f1b8c86f6b4b44a46aa459989a7d71.png,-66.9,2692,69.0,196.03077730218607
20240104143043_bb9aba9feae345e19e7603b16460026c.png,-66.8,2692,65.0,98.02206327391706
20240104143045_b7ab7d75052842e7b57cc489415cf4d8.png,-66.7,2692,66.0,213.7455852326707
20240104143046_43c370ea31224c52aa87f852348f66ff.png,-66.6,2692,73.0,137.45101840151148
20240104143048_dc7823ab685944788a4bdde79f00ce38.png,-66.5,2692,71.0,294.06114564484864
20240104143049_855d9876af454f108d14781002e17a6a.png,-66.4,2692,64.0,344.12008491294114
20240104143051_3787602ac0ac4130a032a1319c03bb6c.png,-66.3,2692,73.0,63.499928292111306
20240104143053_bdbd8ee4493b40b5902b91ffdb3332f0.png,-66.2,2692,72.0,288.3441507492966
20240104143054_2849b2d3cc9846f1945ba93bd25bbbc3.png,-66.1,2692,68.0,193.08562707772103
20240104143056_e709aab379ef454987489d441aee4c92.png,-66.0,2692,66.0,323.76344277080045
20240104143057_8d59af6c5aeb492f93f35916bb34af7f.png,-65.9,2692,67.0,164.98898039729863
20240104143059_bf5de47db16f4a0b8dd5c94e7f623075.png,-65.8,2692,71.0,311.5589692831183
20240104143100_c24197ef14254de2b3d1ecd6f3ba9116.png,-65.7,2692,66.0,301.44333551145854
20240104143102_0dd79daa45d6441a859e89d5bbd0766e.png,-65.6,2692,69.0,318.1940799806591
20240104143104_bb0e65a3ab824c6d95f64f43e9c4bf5f.png,-65.5,2692,65.0,213.3753304222913
20240104143105_20bdf9d090194e5991b745a9c6b5aa4e.png,-65.4,2692,72.0,34.01982809322256
20240104143107_3fb15af1a6a344b89acec99eae42d60c.png,-65.3,2692,69.0,132.61313599385548
20240104143108_6a02d39e17174fbebbaec151e9309e69.png,-65.2,2692,67.0,6.626262877907645
20240104143110_75025983c07248c5b63df16d7a97a534.png,-65.1,2692,72.0,233.54000939266888
20240104143112_84274bd54ad24767b2cd5f7cb0ac3399.png,-65.0,2692,64.0,24.61963607267782
20240104143113_51fe844e304441349a374bbe03b24569.png,-64.9,2692,69.0,52.44886403004802
20240104143115_9f59678c3ab44840b834b0fab5e38efa.png,-64.8,2692,69.0,31.558575573601768
20240104143116_8d459da252a844c7a5f2ea1619fd9209.png,-64.7,2692,73.0,346.65067886505886
20240104143118_7322a59abe554371b919ad5274d16981.png,-64.6,2692,64.0,337.50620021027026
20240104143119_1dbba319c7bf4898912538759d0d7c9f.png,-64.5,2692,74.0,106.58370163526314
20240104143121_0ce8d00da08f4adfae657546b9169421.png,-64.4,2692,66.0,57.66125347012882
20240104143123_8ed8c62f7cc545568303b2da6078634b.png,-64.3,2692,66.0,96.42979257504562
20240104143124_d73cc2630f2f481f8f65df373ef8d49e.png,-64.2,2692,70.0,162.91157659273415
20240104143126_704a83d25a01453198b218f79eca6a20.png,-64.1,2692,72.0,345.0064217862451
20240104143127_941fe662f87e4cac90daec697d92a5f7.png,-64.0,2692,71.0,159.92534216961417
20240104143129_da2e0c27707a4e689e052596512841c0.png,-63.9,2692,72.0,229.42598073628295
20240104143131_c63f33a150c84c72b6dc4833cd86b65c.png,-63.8,2692,69.0,345.3688612454892
20240104143132_d7911c223e384398b8e5b166beac0159.png,-63.7,2692,65.0,306.9599864770935
20240104143134_bf20970c23b24f74893e80535e8e8488.png,-63.6,2692,66.0,50.50077846681655
20240104143136_26617d23b0c1461b8a47f972758fcfdf.png,-63.5,2692,66.0,59.9313374956741
20240104143137_c1972e54e6924e939370add8f5ea825d.png,-63.4,2692,66.0,244.2937654337483
20240104143139_acf310dd76904f06b3ba0cc40cdcb3ee.png,-63.3,2692,69.0,303.00498856910207
20240104143140_8fc467f555b74c6aa1e14288ba4b1860.png,-63.2,2692,67.0,28.721047685117323
20240104143142_32fca37edfb94792b4d2c059ed5d10d5.png,-63.1,2692,64.0,191.27913033203438
20240104143143_8e5c8878079449dab9b333838cf462d3.png,-63.0,2692,74.0,92.81760488161666
20240104143145_f75b00335ca84569872ef8114288c324.png,-62.9,2692,69.0,9.588957438870409
20240104143147_fb434dee0a8348129ccd20baceaf642f.png,-62.8,2692,66.0,315.86537869168137
20240104143148_c3d2ef139bea4da2be317e157a01aafb.png,-62.7,2692,69.0,328.05064636942325
20240104143150_796824931305432cb94fedca76569eef.png,-62.6,2692,67.0,118.57857272834129
20240104143151_9705f27dd8d64160aa049ca44de4a862.png,-62.5,2692,64.0,338.12755923371833
20240104143153_4350609113e94f10ae8c56c1203a2862.png,-62.4,2692,66.0,97.64506621064896
20240104143155_c80a8a8d5bb54db28fa0ac94384254c1.png,-62.3,2692,73.0,68.45387692467088
20240104143156_882fc1e6568f459fbe637937738aad54.png,-62.2,2692,68.0,309.31678545578285
20240104143158_c012e5e485fa45c197b1741a38546e50.png,-62.1,2692,74.0,316.72268611343475
20240104143159_b3df4cafe33e4d8495b8fc74808a74d3.png,-62.0,2692,74.0,27.13516359047967
20240104143201_55fb9c948478452b910ec9ff9650f0d2.png,-61.9,2692,66.0,103.77948340562287
20240104143203_56431d267cb149b590b48d213cbcaa20.png,-61.8,2692,68.0,115.12600795899891
20240104143204_97666678a1fa4de98541430bc74e2bbd.png,-61.7,2692,65.0,345.1371402460873
